id,التاريخ,مدخل: ticker,مدخل: stockName,مدخل: companyType,مدخل: growth5yr,مدخل: growthPerp,مدخل: discountRate,مدخل: currentPe,مدخل: sectorPe,مدخل: dividends,مدخل: bookValue,مدخل: bondYield,مدخل: currentPrice,مدخل: fairPb,مدخل: scenario,مدخل: debtRatio,مدخل: liquidityRatio,مدخل: earningsQuality,مدخل: betaMain,مدخل: perplexityEval,مدخل: notes,مدخل: eps,مدخل: fcf,مدخل: netDebt,مدخل: bvps,مدخل: bankRoe,مدخل: bankCurrentPb,مدخل: bankFairPb,مدخل: bankEps,مدخل: bankCurrentPe,مدخل: bankFairPe,مدخل: bankDps,مدخل: bankPayout,مدخل: cet1,مدخل: npl,مدخل: provCoverage,مدخل: ldr,مدخل: nav,مدخل: totalUnits,مدخل: ffo,مدخل: pffoMultiple,مدخل: capRate,مدخل: totalDebt,مدخل: costOfEquity,مدخل: riskFree,مدخل: marketReturn,مدخل: anchorModel,مدخل: decision,مدخل: execPrice,مدخل: fcfBasis,مدخل: noNetDebt,مدخل: noi,مدخل: noTotalDebt,مدخل: normEps,مدخل: normFcf,نتيجة: fairValueRange,نتيجة: fairValueDetail,نتيجة: fairValueAvg,نتيجة: marginText,نتيجة: models,نتيجة: fairValueArithmeticAvg,نتيجة: fairValueMin,نتيجة: fairValueMax,نتيجة: dispersionCV,نتيجة: modelsInAvg,نتيجة: fairValueUnreliable,نتيجة: anchorModel,نتيجة: marginDual,نتيجة: sustainFail,نتيجة: sustainReasons,نتيجة: sustainWatch,نتيجة: bookFloor
1700000063000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4190,جرير,normal,-5,2.5,9.0,,18,0.82,1.47,4.6,,4.28,realistic,132.0,,54.9,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 1,201,288 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,771,560. نسبة التوزيع 101.7%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,0.54,0.0,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000064000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4190,جرير,normal,0.0,2.5,9.0,,18,0.83,1.45,4.9,,5.0,realistic,144.9,,55.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 1,202,414 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,744,852. نسبة التوزيع 102.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,0.87,0.03,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000065000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4190,جرير,normal,7.4,2.5,9.0,,18,0.86,1.46,4.7,,5.0,realistic,150.6,,59.5,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 1,205,968 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,762,061. نسبة التوزيع 98.4%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,1.14,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000066000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4321,سينومي سنترز,normal,3,2.5,9.0,,12,,29.49,4.2,,0.5,realistic,84.6,,5.9,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_4321.md. عدد الأسهم 475,375,754 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 14,019,117,922. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.67,1.71,15.64,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000067000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4321,سينومي سنترز,normal,12,2.5,9.0,,12,,30.05,4.6,,,realistic,94.5,,10.6,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_4321.md. عدد الأسهم 474,920,241 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 14,271,476,815. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.67,2.89,12.38,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000068000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4321,سينومي سنترز,normal,-5,2.5,9.0,,12,,31.1,4.9,,0.95,realistic,112.7,,8.2,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_4321.md. عدد الأسهم 475,354,275 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 14,785,283,559. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.67,2.1,25.53,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000069000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4321,سينومي سنترز,normal,4.3,2.5,9.0,,12,,32.69,4.7,,0.82,realistic,137.8,,8.2,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_4321.md. عدد الأسهم 474,491,900 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 15,513,370,529. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.67,3.72,28.81,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1750000000000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4333,تعليم ريت,reit,3,2.5,8.0,,16,0.52,11.0,2.8,,,realistic,,,,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مستخرج من ARCHIVE_4333.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 51,000,000. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,11.0,,,,,,,,,,,,,,51000000,,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000001000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4333,تعليم ريت,reit,3,2.5,8.0,,16,0.66,11.26,4.2,,,realistic,,,,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مستخرج من ARCHIVE_4333.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 51,000,000. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,11.26,,,,,,,,,,,,,,51000000,,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000002000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4333,تعليم ريت,reit,3,2.5,8.0,,16,0.64,11.5,4.6,,0.64,realistic,,,6.2,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مستخرج من ARCHIVE_4333.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 51,000,000. FFO = (صافي الدخل 36,290,000 + الاستهلاك 6,320,504) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,11.5,,,,,,,,,,,,,706601416,51000000,0.836,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000003000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4333,تعليم ريت,reit,3,2.5,8.0,,16,0.64,10.78,4.9,,0.58,realistic,,,5.9,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مستخرج من ARCHIVE_4333.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 51,000,000. FFO = (صافي الدخل 32,517,272 + الاستهلاك 6,178,621) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,10.78,,,,,,,,,,,,,700474392,51000000,0.759,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000004000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4333,تعليم ريت,reit,3,2.5,8.0,,16,0.68,10.79,4.7,,0.63,realistic,,,6.1,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مستخرج من ARCHIVE_4333.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 51,000,000. FFO = (صافي الدخل 33,736,012 + الاستهلاك 6,990,351) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,10.79,,,,,,,,,,,,,693484041,51000000,0.799,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000005000,٣١‏/١٢‏/٢٠٢٠، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.73,9.98,2.4,,,realistic,56.4,,,,,"تقييم تاريخي رجعي للسنة المالية 2020 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 158,000,000. صافي الأصول بالتكلفة 1,576,451,066 · بالقيمة العادلة 1,850,012,969 · NAV عادل/وحدة 11.71 · LTV 26.5% (الدين مشتق منها). العائد السنوي المعلن 11.37%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,9.98,,,,,,,,,,,,,1850012969,158000000,,12,,667011479,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000006000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.78,9.92,2.8,,,realistic,48.0,,,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 186,509,785. صافي الأصول بالتكلفة 1,851,058,639 · بالقيمة العادلة 2,093,099,769 · NAV عادل/وحدة 11.22 · LTV 24.5% (الدين مشتق منها). العائد السنوي المعلن 2.48%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,9.92,,,,,,,,,,,,,2093099769,186509785,,12,,679217806,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000007000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.8,9.54,4.2,,,realistic,27.7,,,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 186,509,785. صافي الأصول بالتكلفة 1,779,492,303 · بالقيمة العادلة 2,018,540,178 · NAV عادل/وحدة 10.82 · LTV 17.82% (الدين مشتق منها). العائد السنوي المعلن 3.57%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,9.54,,,,,,,,,,,,,2018540178,186509785,,12,,437702433,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000008000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.8,9.81,4.6,,,realistic,10.3,,,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 186,509,785. صافي الأصول بالتكلفة 1,830,558,792 · بالقيمة العادلة 2,118,982,564 · NAV عادل/وحدة 11.36 · LTV 8.57% (الدين مشتق منها). العائد السنوي المعلن 12.38%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,9.81,,,,,,,,,,,,,2118982564,186509785,,12,,198618403,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000009000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.8,9.31,4.9,,,realistic,31.8,,,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 186,509,785. صافي الأصول بالتكلفة 1,737,125,952 · بالقيمة العادلة 2,206,952,590 · NAV عادل/وحدة 11.83 · LTV 19.44% (الدين مشتق منها). العائد السنوي المعلن 16.28%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,9.31,,,,,,,,,,,,,2206952590,186509785,,12,,532561549,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000010000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4342,جدوى ريت السعودية,reit,3,2.5,8.0,,16,0.8,8.86,4.7,,,realistic,36.2,,,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مستخرج من ARCHIVE_4342.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 186,509,785. صافي الأصول بالتكلفة 1,652,516,410 · بالقيمة العادلة 2,191,000,000 · NAV عادل/وحدة 11.75 · LTV 21.0% (الدين مشتق منها). ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,8.86,,,,,,,,,,,,,2191000000,186509785,,12,,582417722,,4.0,8.0,,,,,,,false,,,,,,,,,,,,,,,,,,,
1750000011000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4348,الخبير ريت,reit,3,2.5,8.0,,16,,8.35,2.8,,,realistic,,,,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مستخرج من ARCHIVE_4348.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 141,008,848. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,8.35,,,,,,,,,,,,,,141008848,,12,,,,4.0,8.0,,,,,,,true,,,,,,,,,,,,,,,,,,,
1750000012000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4348,الخبير ريت,reit,3,2.5,8.0,,16,,8.42,4.2,,0.5,realistic,76.3,,3.7,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مستخرج من ARCHIVE_4348.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 141,008,848. FFO = (صافي الدخل 43,376,044 + الاستهلاك 40,254,221) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,8.42,,,,,,,,,,,,,1703538613,141008848,0.593,12,5.6,737500000,,4.0,8.0,,,,,,95009332,false,,,,,,,,,,,,,,,,,,,
1750000013000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4348,الخبير ريت,reit,4.2,2.5,8.0,,16,0.4199999988653194,8.46,4.6,,0.5,realistic,77.6,,2.9,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مستخرج من ARCHIVE_4348.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 141,008,848. FFO = (صافي الدخل 35,135,066 + الاستهلاك 43,539,904) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,8.46,,,,,,,,,,,,,1688339039,141008848,0.558,12,5.9,737500000,,4.0,8.0,,,,,,98979054,false,,,,,,,,,,,,,,,,,,,
1750000014000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4348,الخبير ريت,reit,4.6,2.5,8.0,,16,0.3784494147487823,8.67,4.9,,0.5,realistic,84.6,,4.9,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مستخرج من ARCHIVE_4348.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 141,008,848. FFO = (صافي الدخل 59,338,554 + الاستهلاك 43,354,108) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,8.67,,,,,,,,,,,,,1608996237,141008848,0.728,12,6.4,737500000,,4.0,8.0,,,,,,103489701,false,,,,,,,,,,,,,,,,,,,
1750000015000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4348,الخبير ريت,reit,4.4,2.5,8.0,,16,0.3784494147487823,7.18,4.7,,0.5,realistic,63.5,,3.7,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مستخرج من ARCHIVE_4348.md (القوائم المالية السنوية المدققة والتقارير السنوية). عدد الوحدات 141,008,848. FFO = (صافي الدخل 37,465,525 + الاستهلاك 43,311,206) ÷ الوحدات. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",,,,7.18,,,,,,,,,,,,,1512848699,141008848,0.573,12,7.1,587500000,,4.0,8.0,,,,,,108045787,false,,,,,,,,,,,,,,,,,,,
1700000070000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,5110,كهرباء السعودية,normal,3,2.5,9.0,,14,,28.33,2.8,,0.5,realistic,88.7,,5.7,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_5110.md. عدد الأسهم 8,883,254 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 251,623,668. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",3.11,2.26,12.26,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000071000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,5110,كهرباء السعودية,normal,10.5,2.5,9.0,,14,0.34,30.4,4.2,,,realistic,86.5,,5.9,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_5110.md. عدد الأسهم 8,455,432 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 257,050,724. نسبة التوزيع 19.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",3.11,1.49,11.81,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000072000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,5110,كهرباء السعودية,normal,-5,2.5,9.0,,14,0.17,15.51,4.6,,0.64,realistic,95.4,,4.0,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_5110.md. عدد الأسهم 16,531,127 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 256,317,712. نسبة التوزيع 28.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",3.11,0.01,5.68,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000073000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,5110,كهرباء السعودية,normal,12,2.5,9.0,,14,0.7,60.4,4.9,,,realistic,117.6,,2.7,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_5110.md. عدد الأسهم 4,161,784 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 251,371,706. نسبة التوزيع 42.5%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",3.11,-4.04,33.35,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000074000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,5110,كهرباء السعودية,normal,12,2.5,9.0,,14,0.7,61.77,4.7,,,realistic,146.7,,5.0,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_5110.md. عدد الأسهم 4,171,965 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 257,683,560. نسبة التوزيع 22.5%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",3.11,-9.28,43.31,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000075000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,7010,اس تي سي,normal,3,2.5,9.0,,16,2.0,13.9,2.8,,2.22,realistic,84.5,,16.3,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_7010.md. عدد الأسهم 4,982,970 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 69,270,505. نسبة التوزيع 88.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.97,1.04,1.87,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000076000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,7010,اس تي سي,normal,7.5,2.5,9.0,,16,1.59,14.74,4.2,,5.0,realistic,86.7,,16.6,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_7010.md. عدد الأسهم 4,987,925 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 73,499,525. نسبة التوزيع 65.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.97,4.18,2.1,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000077000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,7010,اس تي سي,normal,9.4,2.5,9.0,,16,1.59,15.86,4.6,,,realistic,102.2,,16.8,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_7010.md. عدد الأسهم 4,979,543 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 78,984,945. نسبة التوزيع 59.6%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.97,3.05,4.41,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000078000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,7010,اس تي سي,normal,12,2.5,9.0,,16,1.94,17.93,4.9,,,realistic,79.7,,27.6,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_7010.md. عدد الأسهم 4,987,606 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 89,416,542. نسبة التوزيع 39.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.97,2.39,3.03,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000079000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,7010,اس تي سي,normal,-5,2.5,9.0,,16,4.2,16.71,4.7,,1.63,realistic,88.8,,17.8,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_7010.md. عدد الأسهم 4,992,603 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 83,413,571. نسبة التوزيع 141.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.97,2.01,3.04,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000080000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,7202,سلوشنز,normal,3,2.5,9.0,,18,,18.97,2.8,,5.0,realistic,215.9,,36.7,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_7202.md. عدد الأسهم 119,672 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,270,568. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",12.62,10.36,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000081000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,7202,سلوشنز,normal,12,2.5,9.0,,18,,23.51,4.2,,,realistic,268.0,,37.7,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_7202.md. عدد الأسهم 118,834 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,794,168. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",12.62,16.47,4.35,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000082000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,7202,سلوشنز,normal,12,2.5,9.0,,18,,27.94,4.6,,,realistic,246.5,,35.9,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_7202.md. عدد الأسهم 118,977 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 3,323,963. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",12.62,13.48,4.2,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000083000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,7202,سلوشنز,normal,12,2.5,9.0,,18,,33.68,4.9,,,realistic,200.4,,39.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_7202.md. عدد الأسهم 118,974 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 4,007,592. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",12.62,10.54,6.18,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
